   11.500000     0.000005    -0.000002     0.000001
   11.510000     0.000002     0.000001     0.000001
   11.520000     0.000000     0.000001     0.000000
   11.530000     0.000004    -0.000005    -0.000002
   11.540000     0.000000    -0.000000    -0.000001
   11.550000     0.000000     0.000001     0.000000
   11.560000    -0.000000     0.000002     0.000000
   11.570000    -0.000002     0.000008     0.000009
   11.580000     0.000000     0.000001     0.000002
   11.590000    -0.000000     0.000001     0.000001
   11.600000     0.000001     0.000001     0.000002
   11.610000     0.000000     0.000000     0.000000
   11.620000     0.000003     0.000004     0.000004
   11.630000    -0.000000     0.000000    -0.000000
   11.640000     0.000000     0.000001     0.000002
   11.650000    -0.000000     0.000001     0.000000
   11.660000    -0.000000     0.000001    -0.000000
   11.670000     0.000023    -0.000031     0.000002
   11.680000    -0.000001     0.000001     0.000000
   11.690000    -0.000002     0.000001     0.000001
   11.700000    -0.000002     0.000004     0.000000
   11.710000    -0.000008     0.000007     0.000001
   11.720000    -0.000021     0.000012     0.000004
   11.730000    -0.000000     0.000001     0.000001
   11.740000     0.000002     0.000003     0.000000
   11.750000    -0.000001    -0.000000     0.000000
   11.760000     0.000000    -0.000001    -0.000001
   11.770000     0.000000    -0.000002    -0.000000
   11.780000     0.000000    -0.000001    -0.000001
   11.790000    -0.000028     0.000098    -0.000001
   11.800000     0.000001    -0.000001    -0.000002
   11.810000     0.000001    -0.000001    -0.000001
   11.820000     0.000002    -0.000001     0.000000
   11.830000    -0.000000    -0.000000     0.000002
   11.840000    -0.000001     0.000001    -0.000001
   11.850000    -0.000000    -0.000001    -0.000000
   11.860000     0.000001    -0.000001    -0.000000
   11.870000     0.000001    -0.000000    -0.000000
   11.880000     0.000002    -0.000003    -0.000000
   11.890000     0.000001    -0.000000    -0.000000
   11.900000     0.000001    -0.000002    -0.000001
   11.910000     0.000009     0.000000    -0.000005
   11.920000     0.000000    -0.000001     0.000000
   11.930000    -0.000001     0.000001    -0.000000
   11.940000    -0.000001     0.000001    -0.000000
   11.950000    -0.000000     0.000001    -0.000001
   11.960000     0.000000     0.000000     0.000000
   11.970000     0.000000    -0.000000     0.000001
   11.980000     0.000001    -0.000001    -0.000000
   11.990000     0.000000    -0.000001    -0.000000
   12.000000     0.000001    -0.000001    -0.000000
   12.010000     0.000001    -0.000001    -0.000000
   12.020000     0.000001    -0.000001    -0.000000
   12.030000     0.000000    -0.000000    -0.000000
   12.040000     0.000000    -0.000000     0.000000
   12.050000     0.000000    -0.000000     0.000000
   12.060000     0.000000    -0.000000     0.000000
   12.070000     0.000000    -0.000000     0.000000
   12.080000    -0.000000    -0.000000     0.000000
   12.090000     0.000000    -0.000000     0.000000
   12.100000     0.000000    -0.000000     0.000000
   12.110000     0.000000    -0.000000     0.000000
   12.120000     0.000000    -0.000000     0.000000
   12.130000     0.000000    -0.000000     0.000000
   12.140000     0.000000    -0.000000     0.000000
   12.150000     0.000000    -0.000000    -0.000000
   12.160000     0.000000    -0.000000    -0.000000
   12.170000     0.000000    -0.000000    -0.000000
   12.180000    -0.000000    -0.000000     0.000000
   12.190000     0.000000    -0.000001     0.000000
   12.200000     0.000000    -0.000001     0.000000
   12.210000    -0.000000    -0.000000     0.000000
   12.220000    -0.000000    -0.000000     0.000000
   12.230000    -0.000000    -0.000000     0.000000
   12.240000    -0.000000    -0.000000     0.000000
   12.250000     0.000000    -0.000000     0.000000
   12.260000     0.000000    -0.000000     0.000000
   12.270000    -0.000000    -0.000000     0.000000
   12.280000    -0.000000    -0.000000     0.000000
   12.290000    -0.000000    -0.000000     0.000000
   12.300000    -0.000000    -0.000000     0.000000
   12.310000    -0.000000    -0.000000     0.000000
   12.320000    -0.000000    -0.000000    -0.000000
   12.330000    -0.000000    -0.000000    -0.000000
   12.340000    -0.000000    -0.000000    -0.000000
   12.350000    -0.000000     0.000000    -0.000000
   12.360000    -0.000001     0.000001    -0.000001
   12.370000    -0.000000     0.000000    -0.000000
   12.380000    -0.000000     0.000000    -0.000000
   12.390000    -0.000000    -0.000000    -0.000000
   12.400000     0.000000    -0.000000    -0.000000
   12.410000     0.000000    -0.000000    -0.000000
   12.420000     0.000000    -0.000001    -0.000001
   12.430000     0.000000    -0.000000    -0.000000
   12.440000     0.000000     0.000000     0.000000
   12.450000     0.000003     0.000002    -0.000000
   12.460000     0.000001     0.000001    -0.000001
   12.470000     0.000000     0.000000    -0.000000
   12.480000     0.000000    -0.000000     0.000000
   12.490000     0.000000    -0.000000     0.000000
   12.500000     0.000000    -0.000000     0.000000
